itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_1,au,word,sounds,understands; produces,au/ai (pijn),ouch,ouch,
item_750,loopte,word_ending,word_ending_verbs,produces,loopte,,,
item_751,neemde,word_ending,word_ending_verbs,produces,neemde,,,
item_752,valde,word_ending,word_ending_verbs,produces,valde,,,
item_753,verliesde,word_ending,word_ending_verbs,produces,verliesde,,,
item_754,vliegde,word_ending,word_ending_verbs,produces,vliegde,,,
item_755,ziede,word_ending,word_ending_verbs,produces,ziede (i.p.v. zag),,,
item_756,zitte,word_ending,word_ending_verbs,produces,zitte (i.p.v. zat),,,
item_756a,word_ending_verbs_textbox,word_ending,word_ending_verbs,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_757,eieren,word_form,word_form_nouns,produces,eieren,,,
item_758,gaten,word_form,word_form_nouns,produces,gaten,,,
item_759,glazen,word_form,word_form_nouns,produces,glazen,,,
item_760,kinderen,word_form,word_form_nouns,produces,kinderen,,,
item_761,neuzen,word_form,word_form_nouns,produces,neuzen,,,
item_762,schepen,word_form,word_form_nouns,produces,schepen,,,
item_762a,word_form_nouns_textbox,word_form,word_form_nouns,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_763,geblazen,word_form,word_form_verb,produces,geblazen,,,
item_764,gebroken,word_form,word_form_verb,produces,gebroken,,,
item_765,gedronken,word_form,word_form_verb,produces,gedronken,,,
item_766,gegaan,word_form,word_form_verb,produces,gegaan,,,
item_767,gegeten,word_form,word_form_verb,produces,gegeten,,,
item_768,gehad,word_form,word_form_verb,produces,gehad,,,
item_769,gehoord,word_form,word_form_verb,produces,gehoord,,,
item_770,gehouden,word_form,word_form_verb,produces,gehouden,,,
item_771,gekocht,word_form,word_form_verb,produces,gekocht,,,
item_772,gekomen,word_form,word_form_verb,produces,gekomen,,,
item_773,gekregen,word_form,word_form_verb,produces,gekregen,,,
item_774,gelopen,word_form,word_form_verb,produces,gelopen,,,
item_775,genomen,word_form,word_form_verb,produces,genomen,,,
item_776,gereden,word_form,word_form_verb,produces,gereden,,,
item_777,gevallen,word_form,word_form_verb,produces,gevallen,,,
item_778,gevlogen,word_form,word_form_verb,produces,gevlogen,,,
item_779,gezeten,word_form,word_form_verb,produces,gezeten,,,
item_780,gezien,word_form,word_form_verb,produces,gezien,,,
item_781,verloren,word_form,word_form_verb,produces,verloren,,,
item_781a,word_form_verb_textbox,word_form,word_form_verb,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_782,at,word_form,word_form_verbs,produces,at/ aten,,,
item_783,blies,word_form,word_form_verbs,produces,blies/ bliezen,,,
item_784,brak,word_form,word_form_verbs,produces,brak/ braken,,,
item_785,dronk,word_form,word_form_verbs,produces,dronk/ dronken,,,
item_786,ging,word_form,word_form_verbs,produces,ging/ gingen,,,
item_787,had,word_form,word_form_verbs,produces,had/ hadden,,,
item_788,hield,word_form,word_form_verbs,produces,hield/ hielden,,,
item_789,hoorde,word_form,word_form_verbs,produces,hoorde/ hoorden,,,
item_790,kocht,word_form,word_form_verbs,produces,kocht/ kochten,,,
item_791,reeg,word_form,word_form_verbs,produces,kreeg/ kregen,,,
item_792,kwam,word_form,word_form_verbs,produces,kwam/ kwamen,,,
item_793,liep,word_form,word_form_verbs,produces,liep/ liepen,,,
item_794,nam,word_form,word_form_verbs,produces,nam/ namen,,,
item_795,reed,word_form,word_form_verbs,produces,reed/ reden,,,
item_796,verloor,word_form,word_form_verbs,produces,verloor/ verloren,,,
item_797,viel,word_form,word_form_verbs,produces,viel/ vielen,,,
item_798,vloog,word_form,word_form_verbs,produces,vloog/ vlogen,,,
item_799,zag,word_form,word_form_verbs,produces,zag/ zagen,,,
item_800,zat,word_form,word_form_verbs,produces,zat/ zaten,,,
item_800a,word_form_verbs_textbox,word_form,word_form_verbs,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_example1,combination_example1,combination_examples,combination_examples,,,,,
item_example2,combination_example2,combination_examples,combination_examples,,,,,
item_example3,combination_example3,combination_examples,combination_examples,,,,,
item_example3a,combination_example_textbox,combination_examples,combination_examples,,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_801,cmplx01,complexity,complexity,simple; complex,Twee schoen. \ Twee schoenen.,,,syntax
item_802,cmplx02,complexity,complexity,simple; complex,Twee voet / voets. \ Twee voeten.,,,syntax
item_803,cmplx03,complexity,complexity,simple; complex,Papa auto / auto papa. \ Papa's auto.,,,syntax
item_804,cmplx04,complexity,complexity,simple; complex,<b>praten over iets dat nu gebeurt</b><br /> Poes slapen. \ Poes slaapt.,,,syntax
item_805,cmplx05,complexity,complexity,simple; complex,<b>praten over iets dat al gebeurd is</b><br /> Ik val. \ Ik viel.,,,syntax
item_806,cmplx06,complexity,complexity,simple; complex,Nog koek! \ Nog koeken!,,,syntax
item_807,cmplx07,complexity,complexity,simple; complex,Kijk mijn tand. \ Kijk mijn tandjes.,,,syntax
item_808,cmplx08,complexity,complexity,simple; complex,Kindje doekje. \ Kindjes doekje / Doekje van kindje.,,,syntax
item_809,cmplx09,complexity,complexity,simple; complex,<b>praten over iets dat al gebeurd is</b><br /> Hondje likt mij. \ Hondje likte mij.,,,syntax
item_810,cmplx10,complexity,complexity,simple; complex,<b>praten over iets dat al gebeurd is</b><br /> Papa pakt mij / Papa pakken. \ Papa pakte mij.,,,syntax
item_811,cmplx11,complexity,complexity,simple; complex,<b>praten over iets dat al gebeurd is</b><br /> Poesje gaat weg. \ Poesje ging weg.,,,syntax
item_812,cmplx12,complexity,complexity,simple; complex,Hondje tafel. \ Hondje op tafel.,,,syntax
item_813,cmplx13,complexity,complexity,simple; complex,Dat mijn auto. \ Dat is mijn auto.,,,syntax
item_814,cmplx14,complexity,complexity,simple; complex,Kindje wenen / huilen. \ Kindje weent / huilt.,,,syntax
item_815,cmplx15,complexity,complexity,simple; complex,Jij maken? \ Kan jij het maken?,,,syntax
item_816,cmplx16,complexity,complexity,simple; complex,Mama boekje lezen? \ Mama een boekje lezen?,,,syntax
item_817,cmplx17,complexity,complexity,simple; complex,Pop niet gooien. \ Gooi de pop niet.,,,syntax
item_818,cmplx18,complexity,complexity,simple; complex,Nog fruitsap. \ Fruitsap in beker.,,,syntax
item_819,cmplx19,complexity,complexity,simple; complex,Daar poesje. \ Daar is een poesje.,,,syntax
item_820,cmplx20,complexity,complexity,simple; complex,Dada gaan / Weggaan. \ Wil dada doen / Wil weggaan.,,,syntax
item_821,cmplx21,complexity,complexity,simple; complex,Waar mama naar toe? \ Waar is mama naar toe?,,,syntax
item_822,cmplx22,complexity,complexity,simple; complex,Vuur warm. \ Vuur is warm.,,,syntax
item_823,cmplx23,complexity,complexity,simple; complex,Ik niet kunnen. \ Ik kan (dat) niet.,,,syntax
item_824,cmplx24,complexity,complexity,simple; complex,Ik boekje lezen. \ Ik wil (een) boekje lezen.,,,syntax
item_825,cmplx25,complexity,complexity,simple; complex,Boek niet lezen. \ Ik wil boek niet lezen.,,,syntax
item_826,cmplx26,complexity,complexity,simple; complex,Ik wil dat. \ Ik wil wat jij hebt.,,,syntax
item_827,cmplx27,complexity,complexity,simple; complex,Koek hebben. \ Koek en melk hebben.,,,syntax
item_828,cmplx28,complexity,complexity,simple; complex,Koek mama. \ Koek voor mama.,,,syntax
item_829,cmplx29,complexity,complexity,simple; complex,Kindje eten. \  Kindje wil eten.,,,syntax
item_830,cmplx30,complexity,complexity,simple; complex,Kijken mij! \ Kijk ik springen!,,,syntax
item_831,cmplx31,complexity,complexity,simple; complex,Kijk! \ Kijk wat ik heb!,,,syntax
item_832,cmplx32,complexity,complexity,simple; complex,Wij hebben dit gemaakt. \ Ik en Jan hebben dit gemaakt.,,,syntax
item_833,cmplx33,complexity,complexity,simple; complex,Ik zing liedje. \ Ik zing liedje voor jou.,,,syntax
item_834,cmplx34,complexity,complexity,simple; complex,Baby weent / huilt. \ Baby weent / huilt omdat ze ziek is.,,,syntax
item_835,cmplx35,complexity,complexity,simple; complex,"Licht(je) aan / Lampje aan. \ Doe het licht aan, dan kan ik zien",,,syntax
item_835a,complexity_textbox,complexity,complexity,simple; complex,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
